,speaker,session,mic,prompt_id,has_spect,spect_width,spect_height,prompt,url,filepath,googletranslate
3922,M02,Session2,wav_arrayMic,188,yes,230,513,The little schoolhouse stood empty.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0188.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0188.wav,Xolo dog
4254,M03,Session2,wav_headMic,283,yes,77,513,dart,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0283.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0283.wav,Dart
676,F03,Session2,wav_headMic,1,yes,108,513,fear,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0001.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0001.wav,we are
5423,M04,Session2,wav_arrayMic,192,yes,60,513,white,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0192.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0192.wav,4-H
1312,F03,Session3,wav_headMic,43,yes,42,513,nice,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0043.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0043.wav,nice
3919,M02,Session2,wav_arrayMic,185,yes,85,513,seven,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0185.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0185.wav,Severn
3246,M02,Session1,wav_headMic,84,yes,74,513,down,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0084.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0084.wav,
5294,M04,Session2,wav_arrayMic,61,yes,55,513,grow,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0061.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0061.wav,blue
4200,M03,Session2,wav_headMic,229,yes,73,513,jungle,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0229.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0229.wav,jungle
3528,M02,Session1,wav_arrayMic,126,yes,122,513,I just try to do my best.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0126.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0126.wav,I just try to do my best
2714,M01,Session2_3,wav_headMic,125,yes,189,513,My sister made the flowered curtains.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0125.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0125.wav,my little baby cousin
443,F03,Session1,wav_headMic,176,yes,29,513,dot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0176.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0176.wav,.
4491,M03,Session2,wav_arrayMic,100,yes,193,513,"he dresses himself in an ancient black frock coat, ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0100.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0100.wav,he dresses himself in an ancient black frock-coat
5378,M04,Session2,wav_arrayMic,146,yes,98,513,hate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0146.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0146.wav,
496,F03,Session1,wav_arrayMic,25,yes,352,513,Twice each day he plays skillfully and with zest upon our small organ.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0025.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0025.wav,crazy HJ he plays skillfully and it was set Upon Our small organ
4240,M03,Session2,wav_headMic,269,yes,74,513,brought,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0269.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0269.wav,brought
2177,F04,Session2,wav_arrayMic,37,yes,75,513,menu,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0037.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0037.wav,menu
942,F03,Session2,wav_arrayMic,109,yes,85,513,hark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0109.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0109.wav,Park
1139,F03,Session2,wav_arrayMic,314,yes,57,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0314.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0314.wav,Ciara
5629,M05,Session1,wav_headMic,102,yes,92,513,car,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0102.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0102.wav,close
5039,M04,Session2,wav_headMic,105,yes,90,513,corn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0105.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0105.wav,1
3203,M02,Session1,wav_headMic,41,yes,62,513,knew,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0041.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0041.wav,no
3462,M02,Session1,wav_arrayMic,60,yes,71,513,slip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0060.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0060.wav,
3842,M02,Session2,wav_arrayMic,106,yes,85,513,pretty,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0106.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0106.wav,where's Dave
1735,F04,Session1,wav_arrayMic,43,yes,141,513,"but he always answers, ""Banana oil!"" ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0043.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0043.wav,but he always answers banana oil
5124,M04,Session2,wav_headMic,190,yes,322,513,Where were you while we were away? ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0190.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0190.wav,you while we were away
5308,M04,Session2,wav_arrayMic,75,yes,95,513,swore,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0075.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0075.wav,
1213,F03,Session2,wav_arrayMic,388,yes,29,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0388.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0388.wav,shop
1365,F03,Session3,wav_headMic,96,yes,55,513,four,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0096.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0096.wav,4
348,F03,Session1,wav_headMic,81,yes,37,513,torn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0081.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0081.wav,torn
1510,F03,Session3,wav_arrayMic,28,yes,66,513,knot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0028.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0028.wav,
5797,M05,Session2,wav_headMic,12,yes,82,513,know,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0012.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0012.wav,Knoebels
2981,M01,Session2_3,wav_arrayMic,106,yes,99,513,single,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0106.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0106.wav,Duolingo
944,F03,Session2,wav_arrayMic,111,yes,122,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0111.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0111.wav,
1126,F03,Session2,wav_arrayMic,301,yes,29,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0301.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0301.wav,
2176,F04,Session2,wav_arrayMic,36,yes,216,513,Nothing is as offensive as innocence. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0036.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0036.wav,nothing is offencive as innocent
3656,M02,Session2,wav_headMic,87,yes,134,513,lip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0087.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0087.wav,
1560,F03,Session3,wav_arrayMic,78,yes,61,513,three,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0078.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0078.wav,3
1453,F03,Session3,wav_headMic,184,yes,80,513,We bought a brown chair.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0184.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0184.wav,we bought a banter
2910,M01,Session2_3,wav_arrayMic,34,yes,94,513,pay,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0034.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0034.wav,
1712,F04,Session1,wav_arrayMic,20,yes,43,513,trace,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0020.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0020.wav,Trace
4221,M03,Session2,wav_headMic,250,yes,139,513,Two other cases also were under advisement. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0250.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0250.wav,two other cases also wear under advisement
578,F03,Session1,wav_arrayMic,107,yes,122,513,The quick brown fox jumps over the lazy dog.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0107.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0107.wav,the quick brown fox jumps over the lazy dog
4952,M04,Session2,wav_headMic,18,yes,86,513,go,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0018.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0018.wav,go
1227,F03,Session2,wav_arrayMic,402,yes,29,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0402.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0402.wav,
4476,M03,Session2,wav_arrayMic,86,yes,165,513,fee,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0086.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0086.wav,fee
1439,F03,Session3,wav_headMic,170,yes,39,513,leak,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0170.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0170.wav,
4301,M03,Session2,wav_headMic,330,yes,70,513,hat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0330.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0330.wav,hot
1211,F03,Session2,wav_arrayMic,386,yes,43,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0386.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0386.wav,
613,F03,Session1,wav_arrayMic,142,yes,80,513,Just one side got wet.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0142.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0142.wav,just once I'd got wet
3552,M02,Session1,wav_arrayMic,150,yes,193,513,Are your grades higher or lower than Nancy's? ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0150.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0150.wav,are you grades higher than Nancy's
4583,M03,Session2,wav_arrayMic,192,yes,150,513,Where were you while we were away? ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0192.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0192.wav,where were you while we were away
616,F03,Session1,wav_arrayMic,0145,yes,38,513,fruit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0145.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0145.wav,fruit
4485,M03,Session2,wav_arrayMic,0094.wavTMP,yes,263,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0094.wavTMP.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0094.wavTMP.wav,
1550,F03,Session3,wav_arrayMic,0068,yes,33,513,and,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0068.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0068.wav,end
5828,M05,Session2,wav_headMic,0043,yes,262,513,Mother sews yellow gingham aprons.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0043.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0043.wav,Mighty Quinn's
1174,F03,Session2,wav_arrayMic,0349,yes,94,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0349.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0349.wav,Turtle Creek Apartments Property Management
96,F01,Session1,wav_headMic,0097,yes,47,513,trade,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0097.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0097.wav,
4771,M03,Session2,wav_arrayMic,0384,yes,108,513,five,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0384.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0384.wav,5
4372,M03,Session2,wav_headMic,0401,yes,78,513,slicker,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0401.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0401.wav,liquor
2630,M01,Session2_3,wav_headMic,0040,yes,51,513,play,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0040.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0040.wav,
198,F01,Session1,wav_arrayMic,0065,yes,43,513,fee,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0065.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0065.wav,
2105,F04,Session2,wav_headMic,0214,yes,240,513,The prospect of cutting back spending is an unpleasant one for any governor.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0214.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0214.wav,the prospect of cutting back spending is an unpleasant one for any governor
1460,F03,Session3,wav_headMic,0191,yes,169,513,She wore wore fleecy over wooden wool oh,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0191.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0191.wav,she work more Feliciano Weldon will
3140,M01,Session2_3,wav_arrayMic,0265,yes,66,513,him,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0265.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0265.wav,
1709,F04,Session1,wav_arrayMic,0017,yes,52,513,sticks,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0017.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0017.wav,Styx
3346,M02,Session1,wav_headMic,0184,yes,155,513,We gathered shells on the beach.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0184.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0184.wav,route driver jobs on the beach
1511,F03,Session3,wav_arrayMic,0029,yes,179,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0029.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0029.wav,
2895,M01,Session2_3,wav_arrayMic,0019,yes,90,513,dark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0019.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0019.wav,
5911,M05,Session2,wav_headMic,0126,yes,83,513,peer,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0126.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0126.wav,Hugh
4197,M03,Session2,wav_headMic,0226,yes,78,513,pile,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0226.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0226.wav,Kyle
5200,M04,Session2,wav_headMic,0266,yes,83,513,fate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0266.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0266.wav,faith
3224,M02,Session1,wav_headMic,0062,yes,441,513,"When he speaks, his voice is just a bit cracked and quivers a trifle.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0062.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0062.wav,when his voice is just like fire
1485,F03,Session3,wav_arrayMic,0003,yes,104,513,sitter,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0003.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0003.wav,sugar
785,F03,Session2,wav_headMic,0110,yes,186,513,brawn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0110.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0110.wav,Brock Bond
3414,M02,Session1,wav_arrayMic,0012,yes,61,513,sip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0012.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0012.wav,spirit
5723,M05,Session1,wav_arrayMic,0067,yes,77,513,glow,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0067.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0067.wav,do you know
6063,M05,Session2,wav_headMic,0278,yes,114,513,xray,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0278.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0278.wav,at 3
4373,M03,Session2,wav_headMic,0402,yes,71,513,right,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0402.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0402.wav,right
1670,F03,Session3,wav_arrayMic,0190,yes,71,513,She wore a she,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0190.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0190.wav,shoot shoot
1207,F03,Session2,wav_arrayMic,0382,yes,33,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0382.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0382.wav,stretch
5779,M05,Session1,wav_arrayMic,0124,yes,115,513,stick,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0124.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0124.wav,dick
1289,F03,Session3,wav_headMic,0020,yes,60,513,pit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0020.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0020.wav,
1968,F04,Session2,wav_headMic,0077,yes,75,513,sign,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0077.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0077.wav,sign
1885,F04,Session1,wav_arrayMic,0193,yes,33,513,knot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0193.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0193.wav,not
2446,M01,Session1,wav_headMic,0056,no,None,None,giving those who observe him a pronounced feeling of the utmost respect.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_headMic/0056.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_headMic/0056.wav,Gary Vee
6140,M05,Session2,wav_headMic,0355,yes,2,513,four,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0355.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0355.wav,
19,F01,Session1,wav_headMic,0020,yes,153,513,Usually minus several buttons.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0020.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0020.wav,mine is so buttons
399,F03,Session1,wav_headMic,0132,yes,37,513,pile,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0132.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0132.wav,
5162,M04,Session2,wav_headMic,0228,yes,100,513,side,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0228.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0228.wav,button
4621,M03,Session2,wav_arrayMic,0230,yes,108,513,explore,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0230.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0230.wav,Explorer
2196,F04,Session2,wav_arrayMic,0056,yes,99,513,explore,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0056.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0056.wav,Explorer
5142,M04,Session2,wav_headMic,0208,yes,221,513,All the big baseball players get traded.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0208.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0208.wav,all the baseball players
3923,M02,Session2,wav_arrayMic,0189,yes,94,513,blow,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0189.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0189.wav,
2710,M01,Session2_3,wav_headMic,0121,yes,209,513,All the big baseball players get traded.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0121.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0121.wav,all of the Big Bend
2919,M01,Session2_3,wav_arrayMic,0043,yes,258,513,Both figures would go higher in later years.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0043.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0043.wav,Burlington VT
4587,M03,Session2,wav_arrayMic,0196,yes,146,513,They carried me off on the stretcher.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0196.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0196.wav,he carried me off on the stretcher
4848,M04,Session1,wav_arrayMic,0040,yes,418,513,Grandfather likes to be modern in his language.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session1/wav_arrayMic/0040.wav,/home/jovyan/work/data/TORGO/M04/Session1/wav_arrayMic/0040.wav,your brother be my ring
4940,M04,Session2,wav_headMic,0006,yes,103,513,jagged,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0006.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0006.wav,Jay
3488,M02,Session1,wav_arrayMic,0086,yes,52,513,glow,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0086.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0086.wav,glow
6076,M05,Session2,wav_headMic,0291,yes,333,513,The wait for work can be very do it again,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0291.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0291.wav,Zoe game
1520,F03,Session3,wav_arrayMic,0038,yes,235,513,Some hotels are available nearby.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0038.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0038.wav,top hotels are available nearby
3938,M02,Session2,wav_arrayMic,0204,yes,305,513,"If you are losing water, replace it immediately.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0204.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0204.wav,every year was a loser
458,F03,Session1,wav_headMic,0191,yes,39,513,menu,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0191.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0191.wav,menu
365,F03,Session1,wav_headMic,0098,yes,30,513,raid,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0098.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0098.wav,red
1317,F03,Session3,wav_headMic,0048,yes,135,513,In fact our whole defensive unit did a good job.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0048.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0048.wav,in fact a whole distance of unit did a good job
1537,F03,Session3,wav_arrayMic,0055,yes,127,513,The results were very disappointing.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0055.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0055.wav,the results were pretty disappointing
3129,M01,Session2_3,wav_arrayMic,0254,yes,146,513,Students watched as he got out.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0254.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0254.wav,do do do
5445,M04,Session2,wav_arrayMic,0214,yes,58,513,of,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0214.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0214.wav,
