speaker|session|mic|prompt_id|has_spect|spect_width|spect_height|prompt
F03|Session3|wav_headMic|0121|yes|72|513|The pair of shoes was new.
F03|Session3|wav_headMic|0122|yes|109|513|Nobody really expects to evacuate.
F03|Session3|wav_headMic|0123|yes|161|513|Nobody really expects to evacuate.
F03|Session3|wav_headMic|0124|yes|42|513|bitten
F03|Session3|wav_headMic|0125|yes|65|513|bitten
F03|Session3|wav_headMic|0126|yes|37|513|in
F03|Session3|wav_headMic|0127|yes|133|513|We selected places where families will be welcome.
F03|Session3|wav_headMic|0128|yes|46|513|rock
F03|Session3|wav_headMic|0129|yes|43|513|sink
F03|Session3|wav_headMic|0130|yes|97|513|The results were very disappointing.
F03|Session3|wav_headMic|0131|yes|35|513|rake
F03|Session3|wav_headMic|0132|yes|43|513|meats
F03|Session3|wav_headMic|0133|yes|88|513|The prospects of cupping
F03|Session3|wav_headMic|0134|yes|187|513|The prospect of cutting back spending is an unpleasant one for any governor.
F03|Session3|wav_headMic|0135|yes|170|513|Etiquette mandates compliance with existing regulations.
F03|Session3|wav_headMic|0136|yes|111|513|Young people participate in athletic activities.
F03|Session3|wav_headMic|0137|yes|108|513|Critical equipment needs proper maintenance.
F03|Session3|wav_headMic|0138|yes|52|513|slicker
F03|Session3|wav_headMic|0139|yes|49|513|court
F03|Session3|wav_headMic|0140|yes|40|513|whisky
F03|Session3|wav_headMic|0141|yes|61|513|whisky
F03|Session3|wav_headMic|0142|yes|45|513|fork
F03|Session3|wav_headMic|0143|yes|53|513|victor
F03|Session3|wav_headMic|0144|yes|50|513|bill
F03|Session3|wav_headMic|0145|yes|45|513|left
F03|Session3|wav_headMic|0146|yes|41|513|yes
F03|Session3|wav_headMic|0147|yes|42|513|up
F03|Session3|wav_headMic|0148|yes|28|513|shoot
F03|Session3|wav_headMic|0149|yes|66|513|shoot
F03|Session3|wav_headMic|0150|yes|483|513|input/images/story_starters_3.jpg
F03|Session3|wav_headMic|0151|yes|54|513|ray
F03|Session3|wav_headMic|0152|yes|48|513|lock
F03|Session3|wav_headMic|0153|yes|221|513|He further proposed grants of an unspecified sum for experimental hospitals.
F03|Session3|wav_headMic|0154|yes|69|513|nut
F03|Session3|wav_headMic|0155|yes|65|513|fork
F03|Session3|wav_headMic|0156|yes|58|513|lend
F03|Session3|wav_headMic|0157|yes|38|513|dress
F03|Session3|wav_headMic|0158|yes|60|513|brought
F03|Session3|wav_headMic|0159|yes|42|513|chip
F03|Session3|wav_headMic|0160|yes|38|513|yankee
F03|Session3|wav_headMic|0161|yes|42|513|sip
F03|Session3|wav_headMic|0162|yes|102|513|Night after night, they received annoying phone calls.
F03|Session3|wav_headMic|0163|yes|41|513|knot
F03|Session3|wav_headMic|0164|yes|47|513|sing
F03|Session3|wav_headMic|0165|yes|46|513|dart
F03|Session3|wav_headMic|0166|yes|44|513|fed
F03|Session3|wav_headMic|0167|yes|44|513|sin
F03|Session3|wav_headMic|0168|yes|40|513|see
F03|Session3|wav_headMic|0169|yes|45|513|tango
F03|Session3|wav_headMic|0170|yes|39|513|leak
F03|Session3|wav_headMic|0171|yes|48|513|hill
F03|Session3|wav_headMic|0172|yes|90|513|The wait for work can be very long.
F03|Session3|wav_headMic|0173|yes|46|513|red
F03|Session3|wav_headMic|0174|yes|66|513|You want him to do well.
F03|Session3|wav_headMic|0175|yes|58|513|xxx
F03|Session3|wav_headMic|0176|yes|51|513|select
F03|Session3|wav_headMic|0177|yes|10|513|xxx
F03|Session3|wav_headMic|0178|yes|83|513|xxx
F03|Session3|wav_headMic|0179|yes|82|513|dice
F03|Session3|wav_headMic|0180|yes|43|513|catch
F03|Session3|wav_headMic|0181|yes|40|513|dread
F03|Session3|wav_headMic|0182|yes|142|513|He played basketball there while working toward a law degree.
F03|Session3|wav_headMic|0183|yes|93|513|Some prefer the traditional steel kind.
F03|Session3|wav_headMic|0184|yes|80|513|We bought a brown chair.
F03|Session3|wav_headMic|0185|yes|40|513|goose
F03|Session3|wav_headMic|0186|yes|64|513|goose
F03|Session3|wav_headMic|0187|yes|47|513|He
F03|Session3|wav_headMic|0188|yes|83|513|He wrapped the package hastily.
F03|Session3|wav_headMic|0189|yes|47|513|spit
F03|Session3|wav_headMic|0190|yes|70|513|She wore a she
F03|Session3|wav_headMic|0191|yes|169|513|She wore wore fleecy over wooden wool oh
F03|Session3|wav_headMic|0192|yes|140|513|She wore warm, fleecy, woolen overalls.
F03|Session3|wav_headMic|0193|yes|35|513|hotel
F03|Session3|wav_headMic|0194|yes|62|513|hotel
F03|Session3|wav_headMic|0195|yes|50|513|foe
F03|Session3|wav_headMic|0196|yes|57|513|side
F03|Session3|wav_headMic|0197|yes|95|513|Being able to dance can help too.
F03|Session3|wav_headMic|0198|yes|49|513|xxx
F03|Session3|wav_headMic|0199|yes|141|513|Help Greg to pick a peck of potatoes.
F03|Session3|wav_headMic|0200|yes|42|513|no
F03|Session3|wav_headMic|0201|yes|49|513|wicked
F03|Session3|wav_headMic|0202|yes|50|513|uniform
F03|Session3|wav_headMic|0203|yes|63|513|sheet
F03|Session3|wav_headMic|0204|yes|48|513|lake
F03|Session3|wav_headMic|0205|yes|41|513|zip
F03|Session3|wav_headMic|0206|yes|44|513|nest
F03|Session3|wav_headMic|0207|yes|39|513|ride
F03|Session3|wav_headMic|0208|yes|41|513|him
F03|Session3|wav_headMic|0209|yes|221|513|He further proposed grants of an unspecified sum for experimental hospitals.
F03|Session3|wav_headMic|0210|yes|40|513|sell
F03|Session3|wav_headMic|0211|yes|48|513|spark
F03|Session3|wav_headMic|0212|yes|21|513|It's about
F03|Session3|wav_headMic|0213|yes|236|513|input/images/story_starters_22.jpg
F03|Session3|wav_headMic|0214|no|None|None|Help celebrate your brother's success
F03|Session3|wav_arrayMic|0001|yes|150|513|Trespassers can be prosecuted and fined.
F03|Session3|wav_arrayMic|0003|yes|104|513|sitter
F03|Session3|wav_arrayMic|0004|yes|75|513|rock
F03|Session3|wav_arrayMic|0005|yes|85|513|shop
F03|Session3|wav_arrayMic|0006|yes|71|513|nice
F03|Session3|wav_arrayMic|0007|yes|141|513|People who value themselves are life's winners.
F03|Session3|wav_arrayMic|0008|yes|71|513|dread
F03|Session3|wav_arrayMic|0009|yes|141|513|Travel is about the only leisure we have.
F03|Session3|wav_arrayMic|0010|yes|75|513|wicker
F03|Session3|wav_arrayMic|0011|yes|75|513|night
F03|Session3|wav_arrayMic|0012|yes|71|513|write
F03|Session3|wav_arrayMic|0013|yes|90|513|geese
F03|Session3|wav_arrayMic|0014|yes|71|513|blend
F03|Session3|wav_arrayMic|0015|yes|80|513|blend
F03|Session3|wav_arrayMic|0016|yes|94|513|sierra
F03|Session3|wav_arrayMic|0017|yes|75|513|sierra
F03|Session3|wav_arrayMic|0018|yes|85|513|one
F03|Session3|wav_arrayMic|0019|yes|85|513|muck
F03|Session3|wav_arrayMic|0020|yes|71|513|pit
F03|Session3|wav_arrayMic|0021|yes|113|513|sight
F03|Session3|wav_arrayMic|0022|yes|141|513|She doesn't like it to have
F03|Session3|wav_arrayMic|0023|yes|146|513|She doesn't like to have it hanging around.
F03|Session3|wav_arrayMic|0024|yes|85|513|chip
F03|Session3|wav_arrayMic|0025|yes|141|513|White-capped waves covered the entire bay.
F03|Session3|wav_arrayMic|0026|yes|85|513|meat
F03|Session3|wav_arrayMic|0027|yes|80|513|back
F03|Session3|wav_arrayMic|0028|yes|66|513|knot
F03|Session3|wav_arrayMic|0029|yes|179|513|xxx
F03|Session3|wav_arrayMic|0030|yes|141|513|I'm willing to experiment for the first time.
F03|Session3|wav_arrayMic|0031|yes|71|513|hold
F03|Session3|wav_arrayMic|0032|yes|118|513|The fish swam across the pond.
F03|Session3|wav_arrayMic|0033|yes|85|513|quart
F03|Session3|wav_arrayMic|0034|yes|80|513|dress
F03|Session3|wav_arrayMic|0035|yes|38|513|bread
F03|Session3|wav_arrayMic|0036|yes|165|513|bird
F03|Session3|wav_arrayMic|0037|yes|118|513|bird
F03|Session3|wav_arrayMic|0038|yes|235|513|Some hotels are available nearby.
F03|Session3|wav_arrayMic|0039|yes|75|513|spit
F03|Session3|wav_arrayMic|0040|yes|43|513|xxx
F03|Session3|wav_arrayMic|0041|yes|155|513|Most young rise early every morning.
F03|Session3|wav_arrayMic|0042|yes|80|513|mill
F03|Session3|wav_arrayMic|0043|yes|61|513|nice
F03|Session3|wav_arrayMic|0044|yes|104|513|He asked you for a loan.
F03|Session3|wav_arrayMic|0045|yes|71|513|fed
F03|Session3|wav_arrayMic|0046|yes|71|513|nice
F03|Session3|wav_arrayMic|0047|yes|254|513|It also provides for funds to clear slums and help colleges build dormitories.
F03|Session3|wav_arrayMic|0048|yes|155|513|In fact our whole defensive unit did a good job.
F03|Session3|wav_arrayMic|0049|yes|66|513|geese
F03|Session3|wav_arrayMic|0050|yes|141|513|Get a calico cat to keep.
F03|Session3|wav_arrayMic|0051|yes|66|513|court
F03|Session3|wav_arrayMic|0052|yes|99|513|He took me out one day.
F03|Session3|wav_arrayMic|0053|yes|85|513|rise
F03|Session3|wav_arrayMic|0054|yes|61|513|shoot
F03|Session3|wav_arrayMic|0055|yes|127|513|The results were very disappointing.
F03|Session3|wav_arrayMic|0056|yes|136|513|This is a good place, though small.
F03|Session3|wav_arrayMic|0057|yes|71|513|said
F03|Session3|wav_arrayMic|0058|yes|90|513|Each one volunteered to jump first.
F03|Session3|wav_arrayMic|0059|yes|61|513|tread
F03|Session3|wav_arrayMic|0060|yes|52|513|chair
F03|Session3|wav_arrayMic|0061|yes|52|513|fork
F03|Session3|wav_arrayMic|0062|yes|52|513|cork
F03|Session3|wav_arrayMic|0063|yes|90|513|Some hotels are available nearby.
F03|Session3|wav_arrayMic|0064|yes|52|513|rid
F03|Session3|wav_arrayMic|0065|yes|90|513|There was only one decision to be made.
F03|Session3|wav_arrayMic|0066|yes|47|513|eat
F03|Session3|wav_arrayMic|0067|yes|85|513|Each one volunteered to jump first.
F03|Session3|wav_arrayMic|0068|yes|33|513|and
F03|Session3|wav_arrayMic|0069|yes|52|513|sheet
F03|Session3|wav_arrayMic|0070|yes|80|513|kilo
F03|Session3|wav_arrayMic|0071|yes|66|513|tort
F03|Session3|wav_arrayMic|0072|yes|66|513|bed
F03|Session3|wav_arrayMic|0073|yes|66|513|walk
F03|Session3|wav_arrayMic|0074|yes|66|513|at
F03|Session3|wav_arrayMic|0075|yes|75|513|glitter
F03|Session3|wav_arrayMic|0076|yes|66|513|hat
F03|Session3|wav_arrayMic|0077|yes|71|513|bitter
F03|Session3|wav_arrayMic|0078|yes|61|513|three
F03|Session3|wav_arrayMic|0079|yes|57|513|snake
F03|Session3|wav_arrayMic|0080|yes|99|513|sew
F03|Session3|wav_arrayMic|0081|yes|71|513|chop
F03|Session3|wav_arrayMic|0082|yes|150|513|Those musicians harmonize marvelously.
F03|Session3|wav_arrayMic|0083|yes|94|513|It was only
F03|Session3|wav_arrayMic|0084|yes|155|513|There was only one decision to be made.
F03|Session3|wav_arrayMic|0085|yes|52|513|glitter
F03|Session3|wav_arrayMic|0086|yes|80|513|sip
F03|Session3|wav_arrayMic|0087|yes|66|513|neat
F03|Session3|wav_arrayMic|0088|yes|71|513|lee
F03|Session3|wav_arrayMic|0089|yes|71|513|dead
F03|Session3|wav_arrayMic|0090|yes|146|513|Aluminum silverware can often be flimsy.
F03|Session3|wav_arrayMic|0091|yes|52|513|red
F03|Session3|wav_arrayMic|0092|yes|75|513|zip
F03|Session3|wav_arrayMic|0093|yes|57|513|papa
F03|Session3|wav_arrayMic|0094|yes|75|513|heart
F03|Session3|wav_arrayMic|0095|yes|71|513|heart
F03|Session3|wav_arrayMic|0096|yes|80|513|four
F03|Session3|wav_arrayMic|0097|yes|122|513|There was only one decision to be made.
F03|Session3|wav_arrayMic|0098|yes|94|513|two
F03|Session3|wav_arrayMic|0099|yes|94|513|The hotel owner shrugged.
F03|Session3|wav_arrayMic|0100|yes|75|513|sew
F03|Session3|wav_arrayMic|0101|yes|108|513|I've kept it with me ever since.
F03|Session3|wav_arrayMic|0102|yes|108|513|[relax your mouth in its normal position]
F03|Session3|wav_arrayMic|0103|yes|85|513|dice
F03|Session3|wav_arrayMic|0104|yes|66|513|rock
F03|Session3|wav_arrayMic|0105|yes|99|513|You can ride stagecoach.
F03|Session3|wav_arrayMic|0106|yes|71|513|zulu
F03|Session3|wav_arrayMic|0107|yes|113|513|A good attitude is unbeatable.
F03|Session3|wav_arrayMic|0108|yes|71|513|best
F03|Session3|wav_arrayMic|0109|yes|52|513|four
F03|Session3|wav_arrayMic|0110|yes|71|513|nice
F03|Session3|wav_arrayMic|0111|yes|61|513|shred
F03|Session3|wav_arrayMic|0112|yes|61|513|cash
F03|Session3|wav_arrayMic|0113|yes|71|513|goat
F03|Session3|wav_arrayMic|0114|yes|66|513|goat
F03|Session3|wav_arrayMic|0115|yes|52|513|rip
F03|Session3|wav_arrayMic|0116|yes|66|513|rest
F03|Session3|wav_arrayMic|0117|yes|141|513|He is definitely a notch above us.
F03|Session3|wav_arrayMic|0118|yes|132|513|He is definitely a notch above us.
F03|Session3|wav_arrayMic|0119|yes|155|513|He is definitely a notch above us.
F03|Session3|wav_arrayMic|0120|yes|57|513|sort
F03|Session3|wav_arrayMic|0121|yes|94|513|The pair of shoes was new.
F03|Session3|wav_arrayMic|0122|yes|127|513|Nobody really expects to evacuate.
F03|Session3|wav_arrayMic|0123|yes|179|513|Nobody really expects to evacuate.
F03|Session3|wav_arrayMic|0124|yes|47|513|bitten
F03|Session3|wav_arrayMic|0125|yes|80|513|bitten
F03|Session3|wav_arrayMic|0126|yes|61|513|in
F03|Session3|wav_arrayMic|0127|yes|150|513|We selected places where families will be welcome.
F03|Session3|wav_arrayMic|0128|yes|66|513|rock
F03|Session3|wav_arrayMic|0129|yes|66|513|sink
F03|Session3|wav_arrayMic|0130|yes|118|513|The results were very disappointing.
F03|Session3|wav_arrayMic|0131|yes|52|513|rake
F03|Session3|wav_arrayMic|0132|yes|61|513|meats
F03|Session3|wav_arrayMic|0133|yes|113|513|The prospects of cupping
F03|Session3|wav_arrayMic|0134|yes|197|513|The prospect of cutting back spending is an unpleasant one for any governor.
F03|Session3|wav_arrayMic|0135|yes|188|513|Etiquette mandates compliance with existing regulations.
F03|Session3|wav_arrayMic|0136|yes|136|513|Young people participate in athletic activities.
F03|Session3|wav_arrayMic|0137|yes|136|513|Critical equipment needs proper maintenance.
F03|Session3|wav_arrayMic|0138|yes|71|513|slicker
F03|Session3|wav_arrayMic|0139|yes|66|513|court
F03|Session3|wav_arrayMic|0140|yes|61|513|whisky
F03|Session3|wav_arrayMic|0141|yes|75|513|whisky
F03|Session3|wav_arrayMic|0142|yes|71|513|fork
F03|Session3|wav_arrayMic|0143|yes|85|513|victor
F03|Session3|wav_arrayMic|0144|yes|71|513|bill
F03|Session3|wav_arrayMic|0145|yes|61|513|left
F03|Session3|wav_arrayMic|0146|yes|66|513|yes
F03|Session3|wav_arrayMic|0147|yes|52|513|up
F03|Session3|wav_arrayMic|0148|yes|5|513|shoot
F03|Session3|wav_arrayMic|0149|yes|80|513|shoot
F03|Session3|wav_arrayMic|0150|yes|488|513|input/images/story_starters_3.jpg
F03|Session3|wav_arrayMic|0151|yes|66|513|ray
F03|Session3|wav_arrayMic|0152|yes|52|513|lock
F03|Session3|wav_arrayMic|0153|yes|230|513|He further proposed grants of an unspecified sum for experimental hospitals.
F03|Session3|wav_arrayMic|0154|yes|75|513|nut
F03|Session3|wav_arrayMic|0155|yes|80|513|fork
F03|Session3|wav_arrayMic|0156|yes|66|513|lend
F03|Session3|wav_arrayMic|0157|yes|47|513|dress
F03|Session3|wav_arrayMic|0158|yes|80|513|brought
F03|Session3|wav_arrayMic|0159|yes|57|513|chip
F03|Session3|wav_arrayMic|0160|yes|61|513|yankee
F03|Session3|wav_arrayMic|0161|yes|61|513|sip
F03|Session3|wav_arrayMic|0162|yes|122|513|Night after night, they received annoying phone calls.
F03|Session3|wav_arrayMic|0163|yes|66|513|knot
F03|Session3|wav_arrayMic|0164|yes|71|513|sing
F03|Session3|wav_arrayMic|0165|yes|66|513|dart
F03|Session3|wav_arrayMic|0166|yes|71|513|fed
F03|Session3|wav_arrayMic|0167|yes|66|513|sin
F03|Session3|wav_arrayMic|0168|yes|66|513|see
F03|Session3|wav_arrayMic|0169|yes|71|513|tango
F03|Session3|wav_arrayMic|0170|yes|57|513|leak
F03|Session3|wav_arrayMic|0171|yes|66|513|hill
F03|Session3|wav_arrayMic|0172|yes|108|513|The wait for work can be very long.
F03|Session3|wav_arrayMic|0173|yes|61|513|red
F03|Session3|wav_arrayMic|0174|yes|90|513|You want him to do well.
F03|Session3|wav_arrayMic|0175|yes|66|513|xxx
F03|Session3|wav_arrayMic|0176|yes|75|513|select
F03|Session3|wav_arrayMic|0179|yes|61|513|dice
F03|Session3|wav_arrayMic|0180|yes|61|513|catch
F03|Session3|wav_arrayMic|0181|yes|52|513|dread
F03|Session3|wav_arrayMic|0182|yes|155|513|He played basketball there while working toward a law degree.
F03|Session3|wav_arrayMic|0183|yes|113|513|Some prefer the traditional steel kind.
F03|Session3|wav_arrayMic|0184|yes|104|513|We bought a brown chair.
F03|Session3|wav_arrayMic|0185|yes|52|513|goose
F03|Session3|wav_arrayMic|0186|yes|80|513|goose
F03|Session3|wav_arrayMic|0187|yes|43|513|He
F03|Session3|wav_arrayMic|0188|yes|99|513|He wrapped the package hastily.
F03|Session3|wav_arrayMic|0189|yes|57|513|spit
F03|Session3|wav_arrayMic|0190|yes|71|513|She wore a she
F03|Session3|wav_arrayMic|0191|yes|169|513|She wore wore fleecy over wooden wool oh
F03|Session3|wav_arrayMic|0192|yes|146|513|She wore warm, fleecy, woolen overalls.
F03|Session3|wav_arrayMic|0194|yes|66|513|hotel
F03|Session3|wav_arrayMic|0195|yes|66|513|foe
F03|Session3|wav_arrayMic|0196|yes|66|513|side
F03|Session3|wav_arrayMic|0197|yes|113|513|Being able to dance can help too.
F03|Session3|wav_arrayMic|0198|yes|47|513|xxx
F03|Session3|wav_arrayMic|0199|yes|150|513|Help Greg to pick a peck of potatoes.
F03|Session3|wav_arrayMic|0200|yes|61|513|no
F03|Session3|wav_arrayMic|0201|yes|66|513|wicked
F03|Session3|wav_arrayMic|0202|yes|71|513|uniform
F03|Session3|wav_arrayMic|0203|yes|75|513|sheet
F03|Session3|wav_arrayMic|0204|yes|66|513|lake
F03|Session3|wav_arrayMic|0205|yes|52|513|zip
F03|Session3|wav_arrayMic|0206|yes|61|513|nest
F03|Session3|wav_arrayMic|0207|yes|47|513|ride
F03|Session3|wav_arrayMic|0208|yes|57|513|him
F03|Session3|wav_arrayMic|0209|yes|249|513|He further proposed grants of an unspecified sum for experimental hospitals.
F03|Session3|wav_arrayMic|0210|yes|66|513|sell
F03|Session3|wav_arrayMic|0211|yes|61|513|spark
F03|Session3|wav_arrayMic|0213|yes|277|513|input/images/story_starters_22.jpg
F03|Session3|wav_arrayMic|0214|yes|104|513|Help celebrate your brother's success
F04|Session1|wav_arrayMic|0001|yes|235|513|[say 'Pah-Tah-Kah' repeatedly]
F04|Session1|wav_arrayMic|0002|yes|268|513|[say 'Eee-P-Ah' repeatedly]
F04|Session1|wav_arrayMic|0003|yes|118|513|[relax your mouth in its normal position]
F04|Session1|wav_arrayMic|0004|yes|366|513|[say 'Ah-P-Eee' repeatedly]
F04|Session1|wav_arrayMic|0005|yes|90|513|fee
F04|Session1|wav_arrayMic|0006|yes|99|513|yet he still thinks as swiftly as ever.
F04|Session1|wav_arrayMic|0007|yes|29|513|sheet
F04|Session1|wav_arrayMic|0008|yes|43|513|knew
F04|Session1|wav_arrayMic|0009|yes|43|513|left
F04|Session1|wav_arrayMic|0010|yes|38|513|air
F04|Session1|wav_arrayMic|0011|yes|43|513|torn
F04|Session1|wav_arrayMic|0012|yes|52|513|born
F04|Session1|wav_arrayMic|0013|yes|61|513|trait
F04|Session1|wav_arrayMic|0014|yes|61|513|stubble
F04|Session1|wav_arrayMic|0015|yes|136|513|You wished to know all about my grandfather.
F04|Session1|wav_arrayMic|0016|yes|33|513|chair
F04|Session1|wav_arrayMic|0017|yes|52|513|sticks
F04|Session1|wav_arrayMic|0018|yes|43|513|storm
F04|Session1|wav_arrayMic|0019|yes|47|513|rage
F04|Session1|wav_arrayMic|0020|yes|43|513|trace
F04|Session1|wav_arrayMic|0021|yes|43|513|go
F04|Session1|wav_arrayMic|0022|yes|47|513|beat
F04|Session1|wav_arrayMic|0023|yes|33|513|hair
F04|Session1|wav_arrayMic|0024|yes|61|513|jacket
F04|Session1|wav_arrayMic|0025|yes|141|513|he dressed himself in an ancient black frock coat
F04|Session1|wav_arrayMic|0026|yes|61|513|swarm
F04|Session1|wav_arrayMic|0027|yes|146|513|usually minus several buttons; 
F04|Session1|wav_arrayMic|0028|yes|33|513|store
F04|Session1|wav_arrayMic|0029|yes|43|513|knew
F04|Session1|wav_arrayMic|0030|yes|29|513|chair
F04|Session1|wav_arrayMic|0031|yes|61|513|chair
F04|Session1|wav_arrayMic|0032|yes|47|513|no
F04|Session1|wav_arrayMic|0033|yes|47|513|spark
F04|Session1|wav_arrayMic|0034|yes|169|513|Grandfather likes to be modern in his language.
F04|Session1|wav_arrayMic|0035|yes|61|513|tip
F04|Session1|wav_arrayMic|0036|yes|29|513|dug
F04|Session1|wav_arrayMic|0037|yes|47|513|weed
F04|Session1|wav_arrayMic|0038|yes|183|513|She had your dark suit in greasy wash water all year.
F04|Session1|wav_arrayMic|0039|yes|38|513|grow
F04|Session1|wav_arrayMic|0040|yes|29|513|two
F04|Session1|wav_arrayMic|0041|yes|43|513|two
F04|Session1|wav_arrayMic|0042|yes|146|513|Don't ask me to carry an oily rag like that.
F04|Session1|wav_arrayMic|0043|yes|141|513|but he always answers, "Banana oil!" 
F04|Session1|wav_arrayMic|0044|yes|43|513|air
F04|Session1|wav_arrayMic|0045|yes|38|513|rake
F04|Session1|wav_arrayMic|0046|yes|146|513|Well, he is nearly ninety-three years old; 
F04|Session1|wav_arrayMic|0047|yes|57|513|glow
F04|Session1|wav_arrayMic|0048|yes|38|513|knee
F04|Session1|wav_arrayMic|0049|yes|338|513|[say 'Ah' for 5 seconds]
F04|Session1|wav_arrayMic|0050|yes|90|513|[relax your mouth in its normal position]
F04|Session1|wav_arrayMic|0051|yes|52|513|park
F04|Session1|wav_arrayMic|0052|yes|43|513|horn
F04|Session1|wav_arrayMic|0053|yes|29|513|storm
F04|Session1|wav_arrayMic|0054|yes|43|513|goat
F04|Session1|wav_arrayMic|0055|yes|43|513|dark
F04|Session1|wav_arrayMic|0056|yes|47|513|bit
F04|Session1|wav_arrayMic|0057|yes|38|513|the
F04|Session1|wav_arrayMic|0058|yes|66|513|gadget
F04|Session1|wav_arrayMic|0059|yes|61|513|race
F04|Session1|wav_arrayMic|0060|yes|57|513|raid
F04|Session1|wav_arrayMic|0061|yes|165|513|he slowly takes a short walk in the open air each day.
F04|Session1|wav_arrayMic|0062|yes|61|513|yes
F04|Session1|wav_arrayMic|0063|yes|197|513|giving those who observe him a pronounced feeling of the utmost respect.
F04|Session1|wav_arrayMic|0064|yes|52|513|fair
F04|Session1|wav_arrayMic|0065|yes|165|513|The quick brown fox jumps over the lazy dog.
F04|Session1|wav_arrayMic|0066|yes|52|513|read [as in "I can read"]
F04|Session1|wav_arrayMic|0067|yes|221|513|Twice each day he plays skillfully and with zest upon our small organ.
F04|Session1|wav_arrayMic|0068|yes|43|513|warm
F04|Session1|wav_arrayMic|0069|yes|324|513|input/images/kitchen.jpg
F04|Session1|wav_arrayMic|0070|yes|61|513|feed
F04|Session1|wav_arrayMic|0071|yes|249|513|[say 'OA' as in cOAt in a very low pitch]
F04|Session1|wav_arrayMic|0072|yes|43|513|bug
F04|Session1|wav_arrayMic|0073|yes|61|513|swarm
F04|Session1|wav_arrayMic|0074|yes|47|513|range
F04|Session1|wav_arrayMic|0075|yes|29|513|floor
F04|Session1|wav_arrayMic|0076|yes|52|513|jagged
F04|Session1|wav_arrayMic|0077|yes|150|513|[say 'Eee' in a very high pitch]
F04|Session1|wav_arrayMic|0078|yes|57|513|rate
F04|Session1|wav_arrayMic|0079|yes|38|513|read [as in "I can read"]
F04|Session1|wav_arrayMic|0080|yes|43|513|trouble
F04|Session1|wav_arrayMic|0081|yes|38|513|rain
F04|Session1|wav_arrayMic|0082|yes|47|513|corn
F04|Session1|wav_arrayMic|0083|yes|43|513|right
F04|Session1|wav_arrayMic|0084|yes|43|513|know
F04|Session1|wav_arrayMic|0085|yes|57|513|feet
F04|Session1|wav_arrayMic|0086|yes|75|513|beta
F04|Session1|wav_arrayMic|0087|yes|52|513|beta
F04|Session1|wav_arrayMic|0088|yes|708|513|input/images/story_starters_15.jpg
F04|Session1|wav_arrayMic|0089|yes|43|513|double
F04|Session1|wav_arrayMic|0090|yes|61|513|rave
F04|Session1|wav_arrayMic|0091|yes|221|513|Except in the winter when the ooze or snow or ice prevents,
F04|Session1|wav_arrayMic|0092|yes|193|513|Except in the winter when the ooze or snow or ice prevents,
F04|Session1|wav_arrayMic|0093|yes|57|513|trade
F04|Session1|wav_arrayMic|0094|yes|47|513|alpha
F04|Session1|wav_arrayMic|0095|yes|47|513|bubble
F04|Session1|wav_arrayMic|0096|yes|61|513|ship
F04|Session1|wav_arrayMic|0097|yes|52|513|form
F04|Session1|wav_arrayMic|0098|yes|52|513|for
F04|Session1|wav_arrayMic|0099|yes|38|513|share
F04|Session1|wav_arrayMic|0100|yes|197|513|When he speaks, his voice is just a bit cracked and quivers a trifle.
F04|Session1|wav_arrayMic|0101|yes|57|513|train
F04|Session1|wav_arrayMic|0102|yes|71|513|feed
F04|Session1|wav_arrayMic|0103|yes|57|513|sip
F04|Session1|wav_arrayMic|0104|yes|57|513|pat
F04|Session1|wav_arrayMic|0105|yes|24|513|tear [as in "tear up that paper"]
F04|Session1|wav_arrayMic|0106|yes|52|513|tear [as in "tear up that paper"]
F04|Session1|wav_arrayMic|0107|yes|80|513|stick
F04|Session1|wav_arrayMic|0108|yes|66|513|lead [as in "I will lead you"]
F04|Session1|wav_arrayMic|0109|yes|52|513|car
F04|Session1|wav_arrayMic|0110|yes|33|513|warm
F04|Session1|wav_arrayMic|0111|yes|52|513|beat
F04|Session1|wav_arrayMic|0112|yes|160|513|We have often urged him to walk more and smoke less, 
F04|Session1|wav_arrayMic|0113|yes|61|513|slip
F04|Session1|wav_arrayMic|0114|yes|57|513|one
F04|Session1|wav_arrayMic|0115|yes|57|513|sip
F04|Session1|wav_arrayMic|0116|yes|80|513|sip
F04|Session1|wav_arrayMic|0117|yes|57|513|swore
F04|Session1|wav_arrayMic|0118|yes|61|513|feet
F04|Session1|wav_arrayMic|0119|yes|272|513|[say 'Ah' for 5 seconds]
F04|Session1|wav_arrayMic|0120|yes|211|513|A long, flowing beard clings to his chin, 
F04|Session1|wav_arrayMic|0121|yes|99|513|down
F04|Session1|wav_arrayMic|0122|yes|66|513|dagger
F04|Session1|wav_arrayMic|0123|yes|71|513|meat
F04|Session1|wav_arrayMic|0124|yes|38|513|farm
F04|Session1|wav_arrayMic|0125|yes|47|513|bat
F04|Session1|wav_arrayMic|0126|yes|43|513|up
F04|Session1|wav_arrayMic|0127|yes|61|513|knew
F04|Session1|wav_arrayMic|0128|yes|47|513|sleep
F04|Session1|wav_arrayMic|0129|yes|52|513|pile
F04|Session1|wav_arrayMic|0130|yes|127|513|You'd be better off taking a cold shower.
F04|Session1|wav_arrayMic|0131|yes|127|513|You'd be better off taking a cold shower.
F04|Session1|wav_arrayMic|0132|yes|43|513|sway
F04|Session1|wav_arrayMic|0133|yes|118|513|Both figures would go higher in later years.
